"","ENST","ENSG","Symbol","Entrez"
"232383","ENST00000599166","ENSG00000269741","",NA
"232385","ENST00000690029","ENSG00000289539","",NA
"232386","ENST00000692499","ENSG00000289378","",NA
"232387","ENST00000688742","ENSG00000289246","",NA
"232388","ENST00000684867","ENSG00000288821","",NA
"232389","ENST00000415793","ENSG00000234773","",NA
"232394","ENST00000463480","ENSG00000205361","MT1DP",NA
"232397","ENST00000568593","ENSG00000260236","PTPN23-DT",NA
"232398","ENST00000561547","ENSG00000260442","ATP2A1-AS1",100289092
"232403","ENST00000343855","ENSG00000188707","ZBED6CL",NA
"232406","ENST00000602307","ENSG00000076201","PTPN23",25930
"232415","ENST00000686837","ENSG00000289297","",NA
"232416","ENST00000412609","ENSG00000226025","",400696
"232421","ENST00000477392","ENSG00000242258","LINC00996",285972
"232424","ENST00000563192","ENSG00000260260","SNHG19",NA
"232431","ENST00000515055","ENSG00000250135","",NA
"232432","ENST00000373610","ENSG00000084652","TXLNA",200081
"232434","ENST00000567058","ENSG00000260834","",NA
"232437","ENST00000619870","ENSG00000205583","STAG3L1",NA
"232443","ENST00000619106","ENSG00000262587","",554206
"232451","ENST00000690696","ENSG00000289298","",NA
"232452","ENST00000693316","ENSG00000288731","",NA
"232453","ENST00000686134","ENSG00000289543","",NA
"232454","ENST00000665321","ENSG00000225975","ZNF567-DT",101927621
"232460","ENST00000565768","ENSG00000260549","MT1L",4500
"232463","ENST00000602282","ENSG00000270006","C16orf95-DT",101928659
"232468","ENST00000652687","ENSG00000267605","",NA
"232478","ENST00000576250","ENSG00000261971","MMP25-AS1",NA
"232488","ENST00000634357","ENSG00000282977","PCBP2-OT1",NA
"232489","ENST00000612963","ENSG00000273658","",NA
"232490","ENST00000473960","ENSG00000223705","NSUN5P1",155400
"232509","ENST00000547488","ENSG00000139625","MAP3K12",7786
"232520","ENST00000586247","ENSG00000267191","ZNF45-AS1",118827818
"232525","ENST00000263314","ENSG00000109991","P2RX3",5024
"232528","ENST00000589653","ENSG00000267640","",NA
"232535","ENST00000634951","ENSG00000283108","",NA
"232537","ENST00000570024","ENSG00000261325","LINC02192",100507534
"232538","ENST00000373604","ENSG00000224066","",NA
"232540","ENST00000691134","ENSG00000289171","",NA
"232541","ENST00000599889","ENSG00000269054","ZNF497-AS1",NA
"232543","ENST00000690077","ENSG00000289107","",NA
"232544","ENST00000688700","ENSG00000289023","",NA
"232545","ENST00000617816","ENSG00000160051","IQCC",55721
"232548","ENST00000598782","ENSG00000268536","",NA
"232549","ENST00000564508","ENSG00000260664","",NA
"232555","ENST00000425668","ENSG00000225877","PSG8-AS1",100289650
"232559","ENST00000597830","ENSG00000268751","SCGB1B2P",NA
"232564","ENST00000691717","ENSG00000289353","",NA
"232565","ENST00000610904","ENSG00000276925","",NA
"232566","ENST00000652364","ENSG00000286138","",NA
"232572","ENST00000570022","ENSG00000261399","",NA
"232573","ENST00000662983","ENSG00000261840","",730183
"232580","ENST00000296149","ENSG00000163832","ELP6",54859
"232595","ENST00000540973","ENSG00000165458","INPPL1",3636
"232610","ENST00000652333","ENSG00000267107","PCAT19",100505495
"232645","ENST00000466796","ENSG00000160055","TMEM234",56063
"232657","ENST00000566507","ENSG00000260448","LCMT1-AS1",NA
"232661","ENST00000268613","ENSG00000140945","CDH13",1012
"232675","ENST00000603861","ENSG00000271161","BOLA2P2",NA
"232677","ENST00000582581","ENSG00000264515","VSTM2B-DT",284395
"232682","ENST00000460111","ENSG00000244732","RN7SL870P",NA
"232683","ENST00000264723","ENSG00000114646","CSPG5",10675
"232688","ENST00000599726","ENSG00000286125","",NA
"232711","ENST00000398957","ENSG00000214773","",NA
"232712","ENST00000427885","ENSG00000235695","HIGD2AP2",NA
"232713","ENST00000491909","ENSG00000239716","",NA
"232714","ENST00000486836","ENSG00000241723","",NA
"232715","ENST00000619891","ENSG00000277143","",NA
"232716","ENST00000484182","ENSG00000243314","",NA
"232717","ENST00000475981","ENSG00000243150","MLF1-DT",100996447
"232722","ENST00000394921","ENSG00000127957","PMS2P3",5387
"232732","ENST00000491767","ENSG00000178053","MLF1",4291
"232754","ENST00000594564","ENSG00000268081","",NA
"232757","ENST00000691552","ENSG00000289254","",NA
"232758","ENST00000687686","ENSG00000288919","",NA
"232759","ENST00000593298","ENSG00000256612","CYP2B7P",1556
"232767","ENST00000602306","ENSG00000270175","",NA
"232768","ENST00000550147","ENSG00000139546","TARBP2",6895
"232788","ENST00000526025","ENSG00000026508","CD44",960
"232826","ENST00000684934","ENSG00000288790","",107985270
"232829","ENST00000586645","ENSG00000266904","LINC00663",NA
"232838","ENST00000660128","ENSG00000287001","",NA
"232841","ENST00000595748","ENSG00000231412","",NA
"232842","ENST00000593060","ENSG00000267265","GP6-AS1",NA
"232846","ENST00000598616","ENSG00000269151","",NA
"232848","ENST00000687001","ENSG00000289333","",NA
"232849","ENST00000373582","ENSG00000183615","FAM167B",84734
"232850","ENST00000450434","ENSG00000178809","TRIM73",375593
"232856","ENST00000667566","ENSG00000267575","",101927151
"232893","ENST00000680705","ENSG00000018510","AGPS",8540
"232918","ENST00000590715","ENSG00000267783","",NA
"232919","ENST00000497718","ENSG00000167798","C3P1",388503
"232923","ENST00000373564","ENSG00000182866","LCK",3932
"232937","ENST00000489154","ENSG00000243025","MTAPP1",NA
"232938","ENST00000463883","ENSG00000243165","",NA
"232939","ENST00000589345","ENSG00000267453","CLEC4OP",102724279
"232943","ENST00000480820","ENSG00000174891","RSRC1",51319
"232972","ENST00000688773","ENSG00000288976","",NA
"232973","ENST00000591285","ENSG00000267339","LINC00906",148145
"232998","ENST00000328453","ENSG00000239521","CASTOR3",352954
"233011","ENST00000615737","ENSG00000277387","MIR8058",NA
"233012","ENST00000574992","ENSG00000187531","SIRT7",51547
"233033","ENST00000623074","ENSG00000280044","",NA
"233034","ENST00000567359","ENSG00000260862","",101928446
"233035","ENST00000656814","ENSG00000286528","",NA
"233036","ENST00000579756","ENSG00000263360","RN7SL134P",NA
"233037","ENST00000565238","ENSG00000260832","",NA
"233038","ENST00000564635","ENSG00000261410","",NA
"233040","ENST00000580839","ENSG00000263785","MIR3182",100422853
"233041","ENST00000654474","ENSG00000261103","",NA
"233042","ENST00000590750","ENSG00000267260","",NA
"233047","ENST00000565904","ENSG00000288554","",NA
"233048","ENST00000587836","ENSG00000266983","RANBP3-DT",100128568
"233051","ENST00000693379","ENSG00000230989","HSBP1",3281
"233061","ENST00000693032","ENSG00000288773","",NA
"233062","ENST00000591884","ENSG00000267419","ZNF56P",NA
"233068","ENST00000384005","ENSG00000206732","RNU6-936P",NA
"233069","ENST00000473476","ENSG00000138092","CENPO",79172
"233078","ENST00000570056","ENSG00000260788","",NA
"233087","ENST00000593642","ENSG00000267858","MZF1-AS1",100131691
"233094","ENST00000597199","ENSG00000270164","LINC01480",101927931
"233100","ENST00000563342","ENSG00000259914","",NA
"233101","ENST00000689373","ENSG00000288849","",NA
"233103","ENST00000588027","ENSG00000261824","LINC00662",148189
"233183","ENST00000606114","ENSG00000271936","",NA
"233184","ENST00000696640","ENSG00000213413","PVRIG",79037
"233186","ENST00000534855","ENSG00000115137","DNAJC27",51277
"233193","ENST00000544670","ENSG00000103544","VPS35L",57020
"233216","ENST00000457091","ENSG00000215045","GRID2IP",392862
"233219","ENST00000474871","ENSG00000113971","NPHP3",27031
"233233","ENST00000458227","ENSG00000237953","RPS13P5",NA
"233234","ENST00000365609","ENSG00000202479","",NA
"233235","ENST00000671429","ENSG00000286645","",NA
"233236","ENST00000384341","ENSG00000207069","",NA
"233237","ENST00000461754","ENSG00000276653","RN7SL856P",NA
"233238","ENST00000458157","ENSG00000229593","SUCLA2P3",NA
"233239","ENST00000260600","ENSG00000138031","ADCY3",109
"233252","ENST00000685685","ENSG00000289115","",NA
"233253","ENST00000405731","ENSG00000136247","ZDHHC4",55146
"233265","ENST00000525008","ENSG00000245598","DACT3-AS1",100506068
"233270","ENST00000691954","ENSG00000288830","",NA
"233271","ENST00000357736","ENSG00000197063","MAFG",4097
"233274","ENST00000663347","ENSG00000287275","",105372269
"233276","ENST00000691654","ENSG00000289030","",NA
"233277","ENST00000475219","ENSG00000233527","ZNF529-AS1",101927599
"233284","ENST00000685346","ENSG00000289255","",NA
"233285","ENST00000587759","ENSG00000267262","",NA
"233287","ENST00000650724","ENSG00000286024","",NA
"233288","ENST00000589137","ENSG00000236144","TMEM147-AS1",100506469
"233298","ENST00000615681","ENSG00000277617","",NA
"233299","ENST00000516641","ENSG00000252450","",NA
"233300","ENST00000580897","ENSG00000264769","",NA
"233301","ENST00000582106","ENSG00000265688","MAFG-DT",92659
"233302","ENST00000373548","ENSG00000116478","HDAC1",3065
"233312","ENST00000472718","ENSG00000132153","DHX30",22907
"233327","ENST00000591834","ENSG00000267281","ATF7-NPFF",114108587
"233328","ENST00000593491","ENSG00000213904","LIPE-AS1",100996307
"233340","ENST00000337943","ENSG00000183010","PYCR1",5831
"233357","ENST00000548446","ENSG00000170653","ATF7",11016
"233369","ENST00000595853","ENSG00000268055","",NA
"233370","ENST00000597785","ENSG00000269386","RAB11B-AS1",100507567
"233373","ENST00000586962","ENSG00000267698","",NA
"233375","ENST00000596587","ENSG00000269696","ZNF470-DT",NA
"233379","ENST00000661725","ENSG00000186019","",NA
"233383","ENST00000687895","ENSG00000289471","",NA
"233384","ENST00000684991","ENSG00000289330","",NA
"233385","ENST00000596643","ENSG00000269439","PGLS-DT",100507551
"233390","ENST00000322313","ENSG00000136709","WDR33",55339
"233395","ENST00000600253","ENSG00000269235","ZNF350-AS1",101669766
"233400","ENST00000531692","ENSG00000131401","NAPSB",256236
"233406","ENST00000329421","ENSG00000175130","MARCKSL1",NA
"233407","ENST00000434951","ENSG00000232581","",NA
"233408","ENST00000590399","ENSG00000267277","",NA
"233409","ENST00000448134","ENSG00000233775","",NA
"233410","ENST00000692858","ENSG00000288906","",NA
"233411","ENST00000344417","ENSG00000146576","C7orf26",79034
"233417","ENST00000602017","ENSG00000230510","PPP5D1P",100506012
"233425","ENST00000421153","ENSG00000162526","TSSK3",81629
"233429","ENST00000588845","ENSG00000266916","ZNF793-AS1",101927720
"233434","ENST00000685454","ENSG00000288942","",NA
"233435","ENST00000575148","ENSG00000214855","APOC1P1",342
"233441","ENST00000437429","ENSG00000168679","SLC16A4",9122
"233451","ENST00000641600","ENSG00000181693","OR8H1",219469
"233453","ENST00000348035","ENSG00000136238","RAC1",5879
"233460","ENST00000686544","ENSG00000288837","",NA
"233461","ENST00000399249","ENSG00000134571","MYBPC3",4607
"233464","ENST00000690888","ENSG00000288827","",NA
"233465","ENST00000676422","ENSG00000232677","LINC00665",100506930
"233498","ENST00000548347","ENSG00000257550","",NA
"233499","ENST00000621834","ENSG00000274420","",NA
"233500","ENST00000408658","ENSG00000221585","MIR1226",100302232
"233501","ENST00000362721","ENSG00000199591","",NA
"233502","ENST00000417155","ENSG00000224895","VPS26BP1",NA
"233503","ENST00000648881","ENSG00000285692","",NA
"233504","ENST00000604416","ENSG00000270285","",NA
"233505","ENST00000617434","ENSG00000275488","",NA
"233506","ENST00000584239","ENSG00000265078","RN7SL664P",NA
"233507","ENST00000444020","ENSG00000236768","",NA
"233508","ENST00000550241","ENSG00000135390","ATP5MC2",517
"233517","ENST00000351231","ENSG00000164045","CDC25A",993
"233522","ENST00000310981","ENSG00000173349","SFT2D3",84826
"233523","ENST00000364600","ENSG00000201470","RNY4P7",NA
"233524","ENST00000363520","ENSG00000200390","",NA
"233525","ENST00000621313","ENSG00000274010","ZFP91P1",NA
"233526","ENST00000272645","ENSG00000144231","POLR2D",5433
"233530","ENST00000542380","ENSG00000231205","ZNF826P",NA
"233543","ENST00000442436","ENSG00000229881","",NA
"233544","ENST00000454924","ENSG00000236976","",NA
"233545","ENST00000419096","ENSG00000213643","VN1R37P",NA
"233546","ENST00000450265","ENSG00000235227","VN1R38P",NA
"233547","ENST00000395413","ENSG00000213644","SAPCD2P1",NA
"233548","ENST00000429565","ENSG00000223614","ZNF735",730291
"233549","ENST00000365662","ENSG00000202532","RNU6-395P",NA
"233550","ENST00000442758","ENSG00000244563","RPS26P19",NA
"233551","ENST00000404625","ENSG00000136244","IL6",3569
"233560","ENST00000664190","ENSG00000226686","LINC01535",101927667
"233573","ENST00000614637","ENSG00000273950","",NA
"233574","ENST00000679797","ENSG00000144233","AMMECR1L",83607
"233587","ENST00000462065","ENSG00000213470","",NA
"233588","ENST00000549998","ENSG00000258206","",NA
"233589","ENST00000361228","ENSG00000198774","RASSF9",9182
"233590","ENST00000551529","ENSG00000133636","NTS",4922
"233593","ENST00000600643","ENSG00000269416","LINC01224",104472717
"233605","ENST00000609909","ENSG00000273373","",NA
"233606","ENST00000586356","ENSG00000267174","",NA
"233611","ENST00000547033","ENSG00000258178","",NA
"233612","ENST00000548429","ENSG00000257897","",NA
"233613","ENST00000608007","ENSG00000125462","MIR9-1HG",10485
"233645","ENST00000550014","ENSG00000258185","",NA
"233646","ENST00000609350","ENSG00000272667","",NA
"233647","ENST00000624306","ENSG00000280049","",NA
"233648","ENST00000659745","ENSG00000286873","",NA
"233649","ENST00000618545","ENSG00000171101","SIGLEC17P",284367
"233654","ENST00000423267","ENSG00000204399","",NA
"233655","ENST00000548651","ENSG00000182050","MGAT4C",25834
"233666","ENST00000357702","ENSG00000136715","SAP130",79595
"233672","ENST00000415611","ENSG00000228649","SNHG26",NA
"233690","ENST00000597550","ENSG00000269001","ZNF818P",NA
"233695","ENST00000597230","ENSG00000268516","ZNF8-DT",105372482
"233697","ENST00000590606","ENSG00000267383","",NA
"233707","ENST00000456366","ENSG00000235627","SNRPFP4",NA
"233708","ENST00000517247","ENSG00000253056","RNU7-128P",NA
"233709","ENST00000409709","ENSG00000137474","MYO7A",4647
"233722","ENST00000435191","ENSG00000231884","NDUFB1P1",NA
"233723","ENST00000589457","ENSG00000267751","BSG-AS1",NA
"233729","ENST00000585052","ENSG00000265483","MIR4443",100616407
"233730","ENST00000296435","ENSG00000164047","CAMP",820
"233732","ENST00000596705","ENSG00000268119","",NA
"233740","ENST00000534526","ENSG00000139132","FGD4",121512
"233760","ENST00000427617","ENSG00000164048","ZNF589",51385
"233767","ENST00000651375","ENSG00000283103","",NA
"233777","ENST00000594119","ENSG00000269834","ZNF528-AS1",NA
"233783","ENST00000621246","ENSG00000276571","",NA
"233784","ENST00000219837","ENSG00000103550","KNOP1",400506
"233789","ENST00000598042","ENSG00000268038","LINC01785",NA
"233795","ENST00000383924","ENSG00000206651","",NA
"233796","ENST00000483260","ENSG00000134248","LAMTOR5",10542
"233803","ENST00000414458","ENSG00000229759","MRPS18AP1",NA
"233804","ENST00000317292","ENSG00000176840","MIR7-3HG",NA
"233856","ENST00000362606","ENSG00000199476","",NA
"233857","ENST00000451657","ENSG00000172113","NME6",NA
"233879","ENST00000565916","ENSG00000261312","",NA
"233880","ENST00000396212","ENSG00000103540","CCP110",9738
"233892","ENST00000516968","ENSG00000252777","",NA
"233893","ENST00000474884","ENSG00000198492","YTHDF2",51441
"233902","ENST00000418471","ENSG00000233427","",NA
"233903","ENST00000362886","ENSG00000199756","",NA
"233904","ENST00000465917","ENSG00000125637","PSD4",23550
"233916","ENST00000425821","ENSG00000225616","",NA
"233917","ENST00000383977","ENSG00000206704","",NA
"233918","ENST00000619772","ENSG00000277958","",NA
"233919","ENST00000521452","ENSG00000253304","TMEM200B",399474
"233921","ENST00000413004","ENSG00000225750","",NA
"233922","ENST00000611385","ENSG00000277916","",NA
"233923","ENST00000263702","ENSG00000116353","MECR",51102
"233941","ENST00000583521","ENSG00000263585","",NA
"233942","ENST00000409745","ENSG00000185105","MYADML2",255275
"233943","ENST00000415556","ENSG00000235296","",NA
"233944","ENST00000588685","ENSG00000166770","ZNF667-AS1",100128252
"233964","ENST00000409678","ENSG00000185269","NOTUM",NA
"233968","ENST00000446590","ENSG00000234174","",NA
"233970","ENST00000662215","ENSG00000189223","PAX8-AS1",654433
"234000","ENST00000687650","ENSG00000288815","",NA
"234001","ENST00000688255","ENSG00000288899","",NA
"234002","ENST00000685299","ENSG00000289428","",NA
"234003","ENST00000686186","ENSG00000288770","",NA
"234004","ENST00000415284","ENSG00000228638","FCF1P2",NA
"234005","ENST00000688284","ENSG00000289187","",NA
"234006","ENST00000686452","ENSG00000289102","",NA
"234007","ENST00000516657","ENSG00000252466","MIR2115",100313840
"234008","ENST00000689216","ENSG00000288953","",NA
"234009","ENST00000296438","ENSG00000164049","FBXW12",285231
"234015","ENST00000602004","ENSG00000130669","PAK4",10298
"234027","ENST00000427046","ENSG00000237934","",NA
"234028","ENST00000580125","ENSG00000264735","",NA
"234029","ENST00000651706","ENSG00000286231","",NA
"234030","ENST00000564490","ENSG00000261195","",NA
"234033","ENST00000609276","ENSG00000221571","RNU6ATAC35P",NA
"234034","ENST00000408644","ENSG00000276642","",NA
"234035","ENST00000609941","ENSG00000272823","",NA
"234036","ENST00000431347","ENSG00000238078","LINC01352",101929730
"234037","ENST00000575306","ENSG00000261939","LARP7P2",NA
"234038","ENST00000552026","ENSG00000257551","HLX-AS1",100873924
"234039","ENST00000681052","ENSG00000184009","ACTG1",71
"234064","ENST00000300571","ENSG00000167191","GPRC5B",51704
"234075","ENST00000549319","ENSG00000136630","HLX",NA
"234078","ENST00000563417","ENSG00000260505","",NA
"234079","ENST00000416788","ENSG00000235163","",NA
"234080","ENST00000429278","ENSG00000234863","",NA
"234081","ENST00000457142","ENSG00000226226","PRELID3BP1",NA
"234082","ENST00000446169","ENSG00000231529","LINC02779",NA
"234083","ENST00000366917","ENSG00000116141","MARK1",4139
"234101","ENST00000687130","ENSG00000288742","",NA
"234102","ENST00000652740","ENSG00000226696","LENG8-AS1",NA
"234108","ENST00000581742","ENSG00000277483","RN7SL321P",NA
"234109","ENST00000412608","ENSG00000167618","LAIR2",3904
"234113","ENST00000635099","ENSG00000164053","ATRIP",84126
"234122","ENST00000568126","ENSG00000174628","IQCK",124152
"234137","ENST00000263335","ENSG00000125618","PAX8",7849
"234151","ENST00000391727","ENSG00000213016","",NA
"234152","ENST00000434659","ENSG00000104970","KIR3DX1",NA
"234161","ENST00000625186","ENSG00000278969","",NA
"234162","ENST00000546353","ENSG00000255921","",NA
"234163","ENST00000396004","ENSG00000213736","BRI3P2",NA
"234164","ENST00000636465","ENSG00000118308","IRAG2",4033
"234185","ENST00000646748","ENSG00000177946","CENPBD1P",92806
"234188","ENST00000410427","ENSG00000222359","RNU6-355P",NA
"234189","ENST00000388909","ENSG00000237718","",NA
"234190","ENST00000433549","ENSG00000235181","",NA
"234191","ENST00000602551","ENSG00000102981","PARD6A",50855
"234195","ENST00000495786","ENSG00000239998","LILRA2",11027
"234202","ENST00000243878","ENSG00000124074","ENKD1",84080
"234209","ENST00000531976","ENSG00000182208","MOB2",81532
"234215","ENST00000492743","ENSG00000243872","RN7SL464P",NA
"234216","ENST00000453661","ENSG00000233012","HDAC1P2",NA
"234218","ENST00000294889","ENSG00000162817","C1orf115",NA
"234219","ENST00000648960","ENSG00000117593","DARS2",55157
"234232","ENST00000265983","ENSG00000110169","HPX",3263
"234244","ENST00000403458","ENSG00000159761","C16orf86",NA
"234250","ENST00000602377","ENSG00000141098","GFOD2",81577
"234257","ENST00000596330","ENSG00000269271","",NA
"234258","ENST00000495417","ENSG00000104974","LILRA1",11024
"234263","ENST00000457914","ENSG00000114302","PRKAR2A",5576
"234270","ENST00000602844","ENSG00000270165","",NA
"234271","ENST00000690409","ENSG00000289164","",NA
"234272","ENST00000453673","ENSG00000231292","IGKV1OR2-108",NA
"234273","ENST00000608834","ENSG00000272563","",NA
"234274","ENST00000602767","ENSG00000270084","GAS5-AS1",NA
"234275","ENST00000402285","ENSG00000143947","RPS27A",6233
"234285","ENST00000367696","ENSG00000135870","RC3H1",149041
"234291","ENST00000695731","ENSG00000102977","ACD",65057
"234335","ENST00000257829","ENSG00000135372","NAT10",55226
"234344","ENST00000432400","ENSG00000238094","",NA
"234345","ENST00000396331","ENSG00000104972","LILRB1",10859
"234358","ENST00000421851","ENSG00000236535","RC3H1-IT1",NA
"234359","ENST00000488676","ENSG00000225713","RPL30P1",NA
"234360","ENST00000443599","ENSG00000215867","KRT18P57",NA
"234361","ENST00000364158","ENSG00000201028","RNU6-151P",NA
"234362","ENST00000527570","ENSG00000197852","INKA2",55924
"234367","ENST00000625022","ENSG00000280053","",NA
"234368","ENST00000684469","ENSG00000114554","PLXNA1",5361
"234373","ENST00000658759","ENSG00000227811","INKA2-AS1",NA
"234376","ENST00000680083","ENSG00000185624","P4HB",5034
"234448","ENST00000669479","ENSG00000225328","LINC01594",NA
"234451","ENST00000412270","ENSG00000284830","",NA
"234454","ENST00000439736","ENSG00000232558","KCND3-IT1",100874295
"234455","ENST00000444575","ENSG00000236877","SETD6P1",NA
"234456","ENST00000447560","ENSG00000227597","WASF1P1",NA
"234457","ENST00000441125","ENSG00000237556","KCND3-AS1",NA
"234460","ENST00000442751","ENSG00000231437","LINC01750",643355
"234463","ENST00000326853","ENSG00000198203","SULT1C2",6819
"234472","ENST00000369697","ENSG00000171385","KCND3",3752
"234475","ENST00000466502","ENSG00000242390","RPL6P9",NA
"234476","ENST00000516936","ENSG00000252745","RNA5SP143",NA
"234477","ENST00000617070","ENSG00000276600","RAB7B",338382
"234482","ENST00000457734","ENSG00000120756","PLS1",5357
"234494","ENST00000267017","ENSG00000139574","NPFF",8620
"234496","ENST00000456337","ENSG00000224730","LILRB1-AS1",NA
"234497","ENST00000695563","ENSG00000198156","NPIPB6",728741
"234500","ENST00000618936","ENSG00000277636","MIR8061",102466251
"234501","ENST00000486595","ENSG00000242856","VN1R105P",NA
"234502","ENST00000460336","ENSG00000242461","RPS15AP32",NA
"234503","ENST00000429259","ENSG00000237323","",NA
"234504","ENST00000441512","ENSG00000225370","",NA
"234505","ENST00000453525","ENSG00000228548","ITPKB-AS1",NA
"234506","ENST00000444199","ENSG00000186152","LILRP1",NA
"234507","ENST00000335621","ENSG00000186710","CFAP73",387885
"234510","ENST00000444247","ENSG00000238183","RPS27P5",NA
"234511","ENST00000412970","ENSG00000228790","",NA
"234512","ENST00000413439","ENSG00000170858","LILRP2",79166
"234514","ENST00000664298","ENSG00000287259","",NA
"234515","ENST00000438895","ENSG00000228525","",NA
"234516","ENST00000433837","ENSG00000233706","",NA
"234517","ENST00000655100","ENSG00000287532","",NA
"234518","ENST00000291860","ENSG00000242019","KIR3DL3",115653
"234519","ENST00000368026","ENSG00000158769","F11R",50848
"234525","ENST00000363029","ENSG00000199899","",NA
"234526","ENST00000637439","ENSG00000179583","CIITA",4261
"234546","ENST00000306014","ENSG00000123064","DDX54",79039
"234556","ENST00000400864","ENSG00000215765","",NA
"234557","ENST00000393829","ENSG00000033627","ATP6V0A1",535
"234582","ENST00000342376","ENSG00000243772","KIR2DL3",3804
"234583","ENST00000562517","ENSG00000261209","SULT1C2P2",NA
"234584","ENST00000415311","ENSG00000242473","KIR2DP1",NA
"234585","ENST00000427208","ENSG00000237223","SULT1C2P1",151234
"234587","ENST00000336077","ENSG00000125498","KIR2DL1",3802
"234589","ENST00000605230","ENSG00000271070","GMCL1P2",NA
"234590","ENST00000494122","ENSG00000198075","SULT1C4",27233
"234593","ENST00000525047","ENSG00000149972","CNTN5",53942
"234604","ENST00000289779","ENSG00000270149","",NA
"234606","ENST00000603004","ENSG00000271284","SMIM12P1",NA
"234607","ENST00000393445","ENSG00000135945","REV1",51455
"234623","ENST00000485338","ENSG00000239641","PLS1-AS1",NA
"234624","ENST00000362449","ENSG00000199319","RN7SKP25",NA
"234625","ENST00000476941","ENSG00000144935","TRPC1",7220
"234629","ENST00000433122","ENSG00000232879","GLRX5P2",NA
"234630","ENST00000462952","ENSG00000215845","TSTD1",100131187
"234637","ENST00000612419","ENSG00000276908","MIR7106",NA
"234638","ENST00000364338","ENSG00000201208","",NA
"234639","ENST00000549621","ENSG00000139405","RITA1",84934
"234643","ENST00000580853","ENSG00000264257","KIR3DP1",NA
"234644","ENST00000359085","ENSG00000189013","KIR2DL4",3805
"234652","ENST00000552525","ENSG00000257286","",NA
"234653","ENST00000368020","ENSG00000158773","USF1",7391
"234664","ENST00000299732","ENSG00000166578","IQCD",115811
"234667","ENST00000622440","ENSG00000277566","",NA
"234668","ENST00000548759","ENSG00000135144","DTX1",1840
"234673","ENST00000515978","ENSG00000251787","RNU7-47P",NA
"234674","ENST00000470310","ENSG00000163710","PCOLCE2",26577
"234685","ENST00000257915","ENSG00000135457","TFCP2",7024
"234691","ENST00000360655","ENSG00000166833","NAV2",89797
"234706","ENST00000461003","ENSG00000186517","ARHGAP30",257106
"234713","ENST00000489462","ENSG00000240950","",NA
"234714","ENST00000492509","ENSG00000188582","PAQR9",344838
"234717","ENST00000693341","ENSG00000257246","PHBP19",NA
"234719","ENST00000473753","ENSG00000247934","",NA
"234721","ENST00000468434","ENSG00000241592","",NA
"234722","ENST00000457963","ENSG00000255951","",NA
"234723","ENST00000619739","ENSG00000278733","",NA
"234724","ENST00000621546","ENSG00000273989","",NA
"234725","ENST00000338745","ENSG00000182568","SATB1",6304
"234743","ENST00000516428","ENSG00000252237","RNU4-54P",NA
"234744","ENST00000365317","ENSG00000202187","RNA5SP355",NA
"234745","ENST00000463466","ENSG00000244712","",NA
"234746","ENST00000391728","ENSG00000167633","KIR3DL1",3811
"234749","ENST00000537327","ENSG00000256513","",NA
"234750","ENST00000608144","ENSG00000273306","",NA
"234751","ENST00000434301","ENSG00000230393","",NA
"234752","ENST00000452354","ENSG00000232084","LINC01104",150577
"234754","ENST00000540794","ENSG00000123106","CCDC91",55297
"234776","ENST00000325390","ENSG00000286058","",NA
"234778","ENST00000447438","ENSG00000231240","KLF2P1",NA
"234779","ENST00000514557","ENSG00000248313","CYP4F27P",NA
"234780","ENST00000368012","ENSG00000143217","NECTIN4",81607
"234782","ENST00000409914","ENSG00000196604","POTEF",728378
"234784","ENST00000423631","ENSG00000228471","",NA
"234785","ENST00000433507","ENSG00000224087","POTEF-AS1",NA
"234786","ENST00000516414","ENSG00000252223","RNU6-1049P",NA
"234787","ENST00000426461","ENSG00000234398","",NA
"234788","ENST00000447167","ENSG00000228917","NECTIN4-AS1",NA
"234789","ENST00000480583","ENSG00000177483","RBM44",375316
"234794","ENST00000490724","ENSG00000162755","KLHDC9",126823
"234802","ENST00000409509","ENSG00000125122","LRRC29",26231
"234813","ENST00000468311","ENSG00000143256","PFDN2",5202
"234815","ENST00000491331","ENSG00000173559","NABP1",64859
"234831","ENST00000602592","ENSG00000270049","ATP6V0D1-DT",101927837
"234838","ENST00000613438","ENSG00000276075","",NA
"234840","ENST00000496768","ENSG00000158793","NIT1",4817
"234856","ENST00000562116","ENSG00000039523","RIPOR1",79567
"234879","ENST00000339924","ENSG00000221957","KIR2DS4",3809
"234881","ENST00000607148","ENSG00000272477","",NA
"234882","ENST00000326321","ENSG00000240403","KIR3DL2",3812
"234884","ENST00000421404","ENSG00000236570","RAD23BP1",NA
"234885","ENST00000515952","ENSG00000251761","RNU6-138P",NA
"234886","ENST00000641364","ENSG00000205329","OR6C3",254786
"234888","ENST00000264991","ENSG00000081307","UBA5",79876
"234903","ENST00000547968","ENSG00000257404","",NA
"234904","ENST00000417996","ENSG00000186442","KRT3",3850
"234905","ENST00000551956","ENSG00000170477","KRT4",NA
"234910","ENST00000472996","ENSG00000158796","DEDD",9191
"234922","ENST00000330553","ENSG00000185640","KRT79",338785
"234925","ENST00000681490","ENSG00000131462","TUBG1",7283
"234939","ENST00000550463","ENSG00000257389","",NA
"234940","ENST00000359499","ENSG00000170423","KRT78",196374
"234945","ENST00000362438","ENSG00000199308","RNU6-222P",NA
"234946","ENST00000617424","ENSG00000274845","",NA
